track,course_code,course_title,skill_name,relevance
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,research papers,2
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,design,1
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,structured data,1
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,effective analysis,1
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,visualization,1
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,scientific computing,1
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,machine learning,2
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,domain areas,2
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,python,2
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,data observation,3
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,exhibits,2
CS Intelligent Systems,S-CSIS312 - LEC,Natural Language Processing,collaboration,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,basic analysis,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,classes,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,application,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,data types,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,sorting techniques,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,structured data types,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,control structures,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,object-oriented programming paradigm,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,object-oriented design,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,emphasis,5
CS Intelligent Systems,S-ITCS123,Intermediate Programming,programming concepts,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,program functionality,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,21st century skills,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,function declarations,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,key programming constructs,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,functional java programs,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,input/output statements,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,data,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,operations,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,program output,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,program execution,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,programs,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,test correctness,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,validate,1
CS Intelligent Systems,S-ITCS123,Intermediate Programming,specific searching,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,algorithm,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,design user-defined methods,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,skilled communication,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,knowledge construction,2
CS Intelligent Systems,S-ITCS123,Intermediate Programming,collaboration,2
CS Intelligent Systems,S-ITCS226,Information Management,databases,5
CS Intelligent Systems,S-ITCS226,Information Management,database modeling,5
CS Intelligent Systems,S-ITCS226,Information Management,design,5
CS Intelligent Systems,S-ITCS226,Information Management,data models,4
CS Intelligent Systems,S-ITCS226,Information Management,entity relationship diagram,2
CS Intelligent Systems,S-ITCS226,Information Management,design effective database schemas,1
CS Intelligent Systems,S-ITCS226,Information Management,conceptual model,2
CS Intelligent Systems,S-ITCS226,Information Management,effective data management procedures,2
CS Intelligent Systems,S-ITCS226,Information Management,21st century skills,2
CS Intelligent Systems,S-ITCS226,Information Management,database management systems,2
CS Intelligent Systems,S-ITCS226,Information Management,database systems,2
CS Intelligent Systems,S-ITCS226,Information Management,database users,2
CS Intelligent Systems,S-ITCS226,Information Management,defines,1
CS Intelligent Systems,S-ITCS226,Information Management,state reasons,2
CS Intelligent Systems,S-ITCS226,Information Management,data modeling,4
CS Intelligent Systems,S-ITCS226,Information Management,good names,2
CS Intelligent Systems,S-ITCS226,Information Management,relationships,2
CS Intelligent Systems,S-ITCS226,Information Management,definitions,2
CS Intelligent Systems,S-ITCS226,Information Management,entities,2
CS Intelligent Systems,S-ITCS226,Information Management,common business situations,2
CS Intelligent Systems,S-ITCS226,Information Management,supertype/subtype relationships,2
CS Intelligent Systems,S-ITCS226,Information Management,list properties,2
CS Intelligent Systems,S-ITCS226,Information Management,relations,5
CS Intelligent Systems,S-ITCS226,Information Management,relational tables,2
CS Intelligent Systems,S-ITCS226,Information Management,entity integrity,2
CS Intelligent Systems,S-ITCS226,Information Management,referential integrity constraints,2
CS Intelligent Systems,S-ITCS226,Information Management,3rd normal form,2
CS Intelligent Systems,S-ITCS226,Information Management,functional dependency,2
CS Intelligent Systems,S-ITCS226,Information Management,functional decomposition,2
CS Intelligent Systems,S-ITCS226,Information Management,database design improvement,2
CS Intelligent Systems,S-ITCS226,Information Management,effective database schemas,1
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,ethical and legal considerations,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,interface,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,web mobile and emerging technologies,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,testing,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,web application,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,deployment,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,design,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,emphasis,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,usability,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,applications,5
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,web development concept,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,client-based case study,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,object oriented way,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,programming,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,view,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,control,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,model,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,website,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,pilot testing,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,live server,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,complete web application,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,21st century skills,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,different web development software,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,objects,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,obtain tools,1
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,different oop programming techniques,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,design web application,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,design and implements server-side controls,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,design and implement master page,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,create and design web application report tools,1
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,skilled communication,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,knowledge construction,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,real- world,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,collaboration,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,json,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,apis,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,application,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,local situations,2
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,tools,1
CS Intelligent Systems,S-ITCS227,Application Development and Emerging Technologies,design web application report tools,1
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,effects,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,computer professionals,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,professional practice,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,computer applications,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,social issues,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,computing,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,implications,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,professionals,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,computers,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,careers,5
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,proposed answers,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,serious questions,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,hardware vendors,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,software,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,users,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,future practitioners,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,failure,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,long-term commitment,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,order,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,scenarios,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,relevant sipp issues,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,cloud computing,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,positive and negative ways,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,networks,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,social interaction,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,mobile computing,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,computer technology,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,developers assumptions,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,usability,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,diverse populations,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,hardware and software design,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,values,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,stakeholder positions,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,technical decisions,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,ethical issues,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,software development,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,software correctness,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,safety,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,reliability,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,date,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,professionalism,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,relevant professional codes,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,guides,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,intellectual property,4
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,software patents,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,personal privacy,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,differential privacy,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,strategies,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,appropriate freedom,2
CS Intelligent Systems,S-ITCS329,Social Issues and Professional Practice,expression,2
CS Intelligent Systems,S-ITCS111,Introduction to Computing,organizations,5
CS Intelligent Systems,S-ITCS111,Introduction to Computing,internet and internet protocols,5
CS Intelligent Systems,S-ITCS111,Introduction to Computing,computer security,5
CS Intelligent Systems,S-ITCS111,Introduction to Computing,malware,5
CS Intelligent Systems,S-ITCS111,Introduction to Computing,computing,5
CS Intelligent Systems,S-ITCS111,Introduction to Computing,acm requirements,5
CS Intelligent Systems,S-ITCS111,Introduction to Computing,architecture,5
CS Intelligent Systems,S-ITCS111,Introduction to Computing,personal computers,1
